"","rank","population","region","subregion","country","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines","source_name","source_website","dummydelete","max","digits"
"12333",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-07,359184,359165,19,176,581,1.83,1.83,0,30,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12334",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-09,367356,365256,2100,NA,1477,1.87,1.86,0.01,75,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12335",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-10,369674,366198,3476,2318,1718,1.88,1.86,0.02,87,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12336",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-11,374268,368465,5803,4594,2309,1.9,1.88,0.03,118,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12337",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-12,377614,370003,7611,3346,2723,1.92,1.88,0.04,139,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12338",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-14,381257,371791,9466,NA,3153,1.94,1.89,0.05,160,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12339",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-15,387363,373577,13786,6106,3442,1.97,1.9,0.07,175,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12340",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-16,393313,375578,17735,5950,3708,2,1.91,0.09,189,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12341",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-17,406167,378694,27473,12854,5213,2.07,1.93,0.14,265,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12342",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-18,413961,380697,33264,7794,5670,2.11,1.94,0.17,289,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12343",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-19,420685,383273,37412,6724,6153,2.14,1.95,0.19,313,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12344",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-21,422508,383726,38782,NA,5893,2.15,1.95,0.2,300,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12345",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-22,425051,384406,40645,2543,5384,2.16,1.96,0.21,274,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12346",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-23,426356,384671,41685,1305,4720,2.17,1.96,0.21,240,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12347",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-24,427440,385047,42393,1084,3039,2.18,1.96,0.22,155,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12348",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-25,427730,385114,42616,290,1967,2.18,1.96,0.22,100,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12349",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-26,428321,385219,43102,591,1091,2.18,1.96,0.22,56,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12350",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-27,428391,385236,43155,70,971,2.18,1.96,0.22,49,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12351",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-06-28,428407,385242,43165,16,843,2.18,1.96,0.22,43,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12352",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-07-27,448408,390738,57670,NA,690,2.28,1.99,0.29,35,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12353",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-07-28,504195,410724,93471,55787,8561,2.57,2.09,0.48,436,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12354",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-07-30,580557,447525,133032,NA,19273,2.95,2.28,0.68,981,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12355",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-07-31,591863,453729,138134,11306,20789,3.01,2.31,0.7,1058,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12356",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-01,594333,454752,139581,2470,21043,3.02,2.31,0.71,1071,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12357",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-02,595535,455207,140328,1202,21117,3.03,2.32,0.71,1075,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12358",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-03,597862,455763,142099,2327,21351,3.04,2.32,0.72,1087,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12359",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-04,598408,456126,142282,546,13459,3.05,2.32,0.72,685,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12360",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-05,622218,463236,158982,23810,11406,3.17,2.36,0.81,581,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12361",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-08,624077,464848,159229,NA,4249,3.18,2.37,0.81,216,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12362",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-10,655865,496636,192017,NA,8286,3.34,2.53,0.98,422,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12363",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-12,683097,523868,219249,NA,8697,3.48,2.67,1.12,443,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12364",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-14,725197,565968,261349,NA,14534,3.69,2.88,1.33,740,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12365",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-15,728748,569519,264900,3551,14953,3.71,2.9,1.35,761,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12366",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-16,729339,570110,265491,591,12767,3.71,2.9,1.35,650,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12367",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-17,750138,585592,285505,20799,13468,3.82,2.98,1.45,685,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12368",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-18,768280,598158,303470,18142,14114,3.91,3.04,1.54,718,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12369",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-19,788376,611442,323221,20096,15040,4.01,3.11,1.65,765,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12370",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-20,806316,621867,340565,17940,14596,4.1,3.17,1.73,743,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12371",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-22,827615,635098,360616,NA,14124,4.21,3.23,1.84,719,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12372",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-23,827885,635311,360886,270,14078,4.21,3.23,1.84,717,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12373",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-24,840736,643799,372544,12851,12943,4.28,3.28,1.9,659,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12374",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-25,851823,651096,382516,11087,11935,4.34,3.31,1.95,607,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12375",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-27,868988,662638,397700,NA,8953,4.42,3.37,2.02,456,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12376",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-29,877951,669053,405722,NA,7191,4.47,3.41,2.06,366,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12377",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-30,878138,681196,405896,187,7179,4.47,3.47,2.07,365,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12378",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-08-31,883432,683640,410484,5294,6099,4.5,3.48,2.09,310,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12379",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-01,893062,688002,418255,9630,5891,4.55,3.5,2.13,300,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12380",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-03,898201,690515,422408,NA,4173,4.57,3.51,2.15,212,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12381",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-04,909438,696977,430476,11237,5138,4.63,3.55,2.19,262,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12382",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-05,910347,697559,431247,909,4628,4.63,3.55,2.19,236,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12383",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-06,911292,697824,432188,945,4736,4.64,3.55,2.2,241,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12384",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-07,916777,701061,435997,5485,4764,4.67,3.57,2.22,242,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12385",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-10,933541,707769,448000,NA,5049,4.75,3.6,2.28,257,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12386",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-11,937856,710897,450250,4315,4060,4.77,3.62,2.29,207,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12387",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-12,941059,713014,452402,3203,4387,4.79,3.63,2.3,223,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12388",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-13,946765,718103,457324,5706,5068,4.82,3.65,2.33,258,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12389",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-14,956031,725381,461402,9266,5608,4.87,3.69,2.35,285,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12390",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-16,968300,737225,466208,NA,5764,4.93,3.75,2.37,293,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12391",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-17,974830,742169,469604,6530,5898,4.96,3.78,2.39,300,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12392",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-18,980682,747312,471299,5852,6118,4.99,3.8,2.4,311,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12393",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-19,983126,748937,473443,2444,6010,5,3.81,2.41,306,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12394",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-20,984653,749879,474392,1527,5413,5.01,3.82,2.41,276,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12395",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-21,992736,757086,477387,8083,5244,5.05,3.85,2.43,267,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12396",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-22,1002398,765895,480238,9662,5748,5.1,3.9,2.44,293,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12397",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-23,1010384,772276,483685,7986,6012,5.14,3.93,2.46,306,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12398",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-24,1019673,780637,486133,9289,6406,5.19,3.97,2.47,326,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12399",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-25,1028040,788138,488444,8367,6765,5.23,4.01,2.49,344,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12400",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-26,1030077,789812,489199,2037,6707,5.24,4.02,2.49,341,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12401",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-27,1031041,790707,489593,964,6627,5.25,4.02,2.49,337,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12402",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-09-29,1047408,804725,496366,NA,6430,5.33,4.1,2.53,327,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12403",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-10-01,1062929,818939,498701,NA,6179,5.41,4.17,2.54,314,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12404",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-10-02,1066218,821946,499390,3289,5454,5.43,4.18,2.54,278,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12405",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-10-03,1068095,823582,499844,1877,5431,5.44,4.19,2.54,276,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12406",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-10-04,1068899,824376,499918,804,5408,5.44,4.2,2.54,275,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12407",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-10-05,1076184,831283,501296,7285,5280,5.48,4.23,2.55,269,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12408",170,19646715,"Sub-Saharan Africa","Eastern Africa","Malawi","MWI",2021-10-06,1084319,839097,502755,8135,5273,5.52,4.27,2.56,268,"Johnson&Johnson, Oxford/AstraZeneca","Ministry of Health","https://twitter.com/health_malawi/status/1446183330941124615",1,2.56,0
"12409",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-02-26,5322,5321,1,4116,2631,0.02,0.02,0,80,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12410",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-02-27,12046,12044,2,6724,3995,0.04,0.04,0,122,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12411",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-02-28,18748,18743,5,6702,4672,0.06,0.06,0,143,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12412",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-01,34124,34115,9,15376,6813,0.1,0.1,0,208,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12413",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-02,55792,55780,12,21668,9289,0.17,0.17,0,283,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12414",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-03,78485,78468,17,22693,11204,0.24,0.24,0,342,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12415",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-04,98044,98014,30,19559,13834,0.3,0.3,0,422,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12416",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-05,112376,112342,34,14332,15293,0.34,0.34,0,467,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12417",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-06,128154,128119,35,15778,16587,0.39,0.39,0,506,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12418",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-07,140692,140655,37,12538,17421,0.43,0.43,0,532,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12419",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-08,167820,167771,49,27128,19099,0.51,0.51,0,583,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12420",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-09,197804,197745,59,29984,20287,0.6,0.6,0,619,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12421",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-10,226525,226464,61,28721,21149,0.69,0.69,0,645,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12422",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-11,253000,252939,61,26475,22137,0.77,0.77,0,675,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12423",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-12,279043,278981,62,26043,23810,0.85,0.85,0,726,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12424",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-13,295880,295818,62,16837,23961,0.9,0.9,0,731,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12425",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-14,305954,305892,62,10074,23609,0.93,0.93,0,720,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12426",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-15,326239,326176,63,20285,22631,1,1,0,690,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12427",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-16,351697,351630,67,25458,21985,1.07,1.07,0,671,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12428",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-17,372544,372417,127,20847,20860,1.14,1.14,0,636,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
"12429",33,32777219,"East Asia & Pacific","South-Eastern Asia","Malaysia","MYS",2021-03-18,390643,389722,921,18099,19663,1.19,1.19,0,600,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Government of Malaysia","https://github.com/CITF-Malaysia/citf-public",1,64.7,0
